activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration,note
Tech Config,Emotional Work,1.74853E+12,Thu May 29 15:43:00 GMT+02:00 2025,1.74853E+12,Thu May 29 17:40:09 GMT+01:00 2025,7002729,1 h 56 min,
Screen-free Meals/Breaks,Screen Relaxation,1.74853E+12,Thu May 29 16:29:00 GMT+02:00 2025,1.74853E+12,Thu May 29 16:37:31 GMT+01:00 2025,484144,8 min,
AWS AI,Active,1.74853E+12,Thu May 29 16:39:00 GMT+02:00 2025,1.74853E+12,Thu May 29 17:02:07 GMT+01:00 2025,1360306,22 min,
Distracting Media,Screen Relaxation,1.74853E+12,Thu May 29 16:49:00 GMT+02:00 2025,1.74854E+12,Thu May 29 20:38:35 GMT+01:00 2025,13748633,3 h 49 min,
Needed Tech Config,Connect,1.74855E+12,Thu May 29 21:17:00 GMT+02:00 2025,1.74855E+12,Thu May 29 22:25:35 GMT+01:00 2025,4088406,1 h 8 min,
Work-Tech Play,Active,1.74855E+12,Thu May 29 22:21:00 GMT+02:00 2025,1.74855E+12,Thu May 29 22:42:29 GMT+01:00 2025,1242471,20 min,
Screen-free Meals/Breaks,Responsibilities ,1.74855E+12,Thu May 29 22:30:00 GMT+02:00 2025,1.74855E+12,Thu May 29 22:31:47 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74855E+12,Thu May 29 22:42:00 GMT+02:00 2025,1.74858E+12,Fri May 30 07:02:00 GMT+02:00 2025,30000000,8 h 20 min,
AWS ML Associate,Emotional Work,1.74858E+12,Fri May 30 07:02:00 GMT+02:00 2025,1.74859E+12,Fri May 30 09:25:13 GMT+01:00 2025,8587222,2 h 23 min,
Home,Responsibilities ,1.7486E+12,Fri May 30 11:55:00 GMT+02:00 2025,1.7486E+12,Fri May 30 11:56:06 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.7486E+12,Fri May 30 12:06:00 GMT+02:00 2025,1.7486E+12,Fri May 30 12:30:00 GMT+02:00 2025,1440000,24 min,
Friends & Family,Screen Relaxation,1.7486E+12,Fri May 30 12:30:00 GMT+02:00 2025,1.7486E+12,Fri May 30 12:31:43 GMT+01:00 2025,60000,1 min,
Finance & Paperwork,Screen Relaxation,1.7486E+12,Fri May 30 12:53:00 GMT+02:00 2025,1.7486E+12,Fri May 30 13:18:13 GMT+01:00 2025,1469792,24 min,
Shop/Book/Plan,Emotional Work,1.74861E+12,Fri May 30 15:06:00 GMT+02:00 2025,1.74862E+12,Fri May 30 17:31:08 GMT+01:00 2025,8697419,2 h 24 min,
Process Emotions,Screen Relaxation,1.74861E+12,Fri May 30 15:33:00 GMT+02:00 2025,1.74862E+12,Fri May 30 17:13:48 GMT+01:00 2025,6037675,1 h 40 min,
Meditate Affir Bodyscan,Responsibilities ,1.74862E+12,Fri May 30 16:25:00 GMT+02:00 2025,1.74862E+12,Fri May 30 17:01:38 GMT+01:00 2025,2187338,36 min,
Wellness ,Active,1.74863E+12,Fri May 30 20:41:00 GMT+02:00 2025,1.74863E+12,Fri May 30 21:49:45 GMT+01:00 2025,4114950,1 h 8 min,
Play music,Active,1.74864E+12,Fri May 30 22:00:00 GMT+02:00 2025,1.74864E+12,Fri May 30 22:06:49 GMT+01:00 2025,357243,5 min,
Arts & Culture,Emotional Avoidance,1.74864E+12,Fri May 30 22:10:00 GMT+02:00 2025,1.74864E+12,Fri May 30 23:07:45 GMT+01:00 2025,3417570,56 min,
Shop/Book/Plan,Connect,1.74864E+12,Fri May 30 22:49:00 GMT+02:00 2025,1.74864E+12,Fri May 30 23:41:48 GMT+01:00 2025,3143326,52 min,
Sleep,Sleep,1.74864E+12,Fri May 30 23:27:00 GMT+02:00 2025,1.74867E+12,Sat May 31 06:45:00 GMT+02:00 2025,26280000,7 h 18 min,
Home,Screen Relaxation,1.74867E+12,Sat May 31 06:45:00 GMT+02:00 2025,1.74867E+12,Sat May 31 08:40:03 GMT+01:00 2025,6846261,1 h 54 min,
Dancing,Responsibilities ,1.74867E+12,Sat May 31 06:56:00 GMT+02:00 2025,1.74867E+12,Sat May 31 08:50:57 GMT+01:00 2025,6839678,1 h 53 min,
Finance & Paperwork,Screen Relaxation,1.74867E+12,Sat May 31 07:02:00 GMT+02:00 2025,1.74867E+12,Sat May 31 08:23:44 GMT+01:00 2025,4882825,1 h 21 min,
Life Architecture,Screen Relaxation,1.74867E+12,Sat May 31 07:17:00 GMT+02:00 2025,1.74867E+12,Sat May 31 07:40:11 GMT+01:00 2025,1341616,22 min,
Social Dating Chances,Work,1.74869E+12,Sat May 31 12:45:00 GMT+02:00 2025,1.74869E+12,Sat May 31 14:23:43 GMT+01:00 2025,5907752,1 h 38 min,
Coding,Emotional Avoidance,1.74869E+12,Sat May 31 13:42:00 GMT+02:00 2025,1.74869E+12,Sat May 31 14:23:57 GMT+01:00 2025,2459730,40 min,
Public Speaking,Responsibilities ,1.74872E+12,Sat May 31 21:02:00 GMT+02:00 2025,1.74872E+12,Sat May 31 21:03:20 GMT+01:00 2025,60000,1 min,
Hygiene & Styling,Responsibilities ,1.74872E+12,Sat May 31 21:42:00 GMT+02:00 2025,1.74872E+12,Sat May 31 22:02:00 GMT+01:00 2025,1172314,19 min,
Finance & Paperwork,Screen Relaxation,1.74872E+12,Sat May 31 22:00:00 GMT+02:00 2025,1.74872E+12,Sat May 31 22:53:23 GMT+01:00 2025,3189601,53 min,
Sleep,Sleep,1.74872E+12,Sat May 31 22:14:00 GMT+02:00 2025,1.74875E+12,Sun Jun 01 07:10:00 GMT+02:00 2025,32159880,8 h 55 min,
Needed Tech Config,Emotional Avoidance,1.74875E+12,Sun Jun 01 07:10:00 GMT+02:00 2025,1.74876E+12,Sun Jun 01 09:00:24 GMT+01:00 2025,6604119,1 h 50 min,
Arts & Culture,Active,1.74878E+12,Sun Jun 01 13:00:00 GMT+02:00 2025,1.74878E+12,Sun Jun 01 13:35:01 GMT+01:00 2025,2081098,34 min,
w_Start-up,Responsibilities ,1.74878E+12,Sun Jun 01 13:11:00 GMT+02:00 2025,1.74878E+12,Sun Jun 01 13:12:18 GMT+01:00 2025,60000,1 min,
Guilt free Media,Active,1.74879E+12,Sun Jun 01 18:13:00 GMT+02:00 2025,1.7488E+12,Sun Jun 01 19:04:33 GMT+01:00 2025,3074699,51 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.74881E+12,Sun Jun 01 21:41:00 GMT+02:00 2025,1.74881E+12,Sun Jun 01 22:36:42 GMT+01:00 2025,3309233,55 min,
Wonder,Active,1.74881E+12,Sun Jun 01 22:10:00 GMT+02:00 2025,1.74881E+12,Sun Jun 01 23:10:44 GMT+01:00 2025,3608557,1 h 0 min,
Work Distractions,Emotional Work,1.74881E+12,Sun Jun 01 22:35:00 GMT+02:00 2025,1.74882E+12,Mon Jun 02 00:26:08 GMT+01:00 2025,6644049,1 h 50 min,
Sleep,Sleep,1.74882E+12,Mon Jun 02 00:00:00 GMT+02:00 2025,1.74884E+12,Mon Jun 02 08:00:00 GMT+02:00 2025,28800000,8 h 0 min,
Hygiene & Styling,Work,1.74884E+12,Mon Jun 02 08:00:00 GMT+02:00 2025,1.74885E+12,Mon Jun 02 09:57:58 GMT+01:00 2025,7053663,1 h 57 min,
Finance & Paperwork,Relax & Wonder,1.74884E+12,Mon Jun 02 08:05:00 GMT+02:00 2025,1.74884E+12,Mon Jun 02 08:11:54 GMT+01:00 2025,382779,6 min,
Job Search,Responsibilities ,1.74885E+12,Mon Jun 02 10:46:00 GMT+02:00 2025,1.74885E+12,Mon Jun 02 10:51:23 GMT+01:00 2025,292080,4 min,
Hygiene & Styling,Connect,1.74886E+12,Mon Jun 02 11:29:00 GMT+02:00 2025,1.74886E+12,Mon Jun 02 11:30:39 GMT+01:00 2025,60000,1 min,
Play music,Work,1.74886E+12,Mon Jun 02 12:36:00 GMT+02:00 2025,1.74887E+12,Mon Jun 02 14:12:09 GMT+01:00 2025,5729904,1 h 35 min,
Shop/Book/Plan,Relax & Wonder,1.74886E+12,Mon Jun 02 13:01:00 GMT+02:00 2025,1.74887E+12,Mon Jun 02 15:28:36 GMT+01:00 2025,8831439,2 h 27 min,
Work Architecture ,Active,1.74886E+12,Mon Jun 02 13:31:00 GMT+02:00 2025,1.74887E+12,Mon Jun 02 13:57:02 GMT+01:00 2025,1537076,25 min,
Tech Config,Responsibilities ,1.74886E+12,Mon Jun 02 13:39:00 GMT+02:00 2025,1.74887E+12,Mon Jun 02 14:10:26 GMT+01:00 2025,1841651,30 min,
Home,Active,1.74887E+12,Mon Jun 02 14:01:00 GMT+02:00 2025,1.74887E+12,Mon Jun 02 16:30:10 GMT+01:00 2025,8905720,2 h 28 min,
Cooking,Emotional Work,1.74887E+12,Mon Jun 02 14:08:00 GMT+02:00 2025,1.74887E+12,Mon Jun 02 15:30:54 GMT+01:00 2025,4930714,1 h 22 min,
Wellness ,Emotional Avoidance,1.74887E+12,Mon Jun 02 14:25:00 GMT+02:00 2025,1.74887E+12,Mon Jun 02 15:43:07 GMT+01:00 2025,4644042,1 h 17 min,
w_Start-up,Responsibilities ,1.74889E+12,Mon Jun 02 21:30:00 GMT+02:00 2025,1.74889E+12,Mon Jun 02 21:31:46 GMT+01:00 2025,60000,1 min,
Public Speaking,Relax & Wonder,1.74889E+12,Mon Jun 02 21:48:00 GMT+02:00 2025,1.7489E+12,Mon Jun 02 23:22:53 GMT+01:00 2025,5646834,1 h 34 min,
Hobbies,Relax & Wonder,1.74889E+12,Mon Jun 02 22:09:00 GMT+02:00 2025,1.7489E+12,Mon Jun 02 22:10:46 GMT+01:00 2025,60000,1 min,
Dancing,Emotional Work,1.7489E+12,Mon Jun 02 22:22:00 GMT+02:00 2025,1.7489E+12,Mon Jun 02 22:23:46 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.7489E+12,Mon Jun 02 23:11:00 GMT+02:00 2025,1.74893E+12,Tue Jun 03 06:48:00 GMT+02:00 2025,27420000,7 h 37 min,
Guilt free Media,Emotional Work,1.74893E+12,Tue Jun 03 06:48:00 GMT+02:00 2025,1.74893E+12,Tue Jun 03 07:12:12 GMT+01:00 2025,1406028,23 min,
Home,Screen Relaxation,1.74893E+12,Tue Jun 03 07:08:00 GMT+02:00 2025,1.74893E+12,Tue Jun 03 07:15:44 GMT+01:00 2025,417591,6 min,
Hobbies,Responsibilities ,1.74893E+12,Tue Jun 03 07:20:00 GMT+02:00 2025,1.74893E+12,Tue Jun 03 07:52:13 GMT+01:00 2025,1923659,32 min,
Process Emotions,Active,1.74894E+12,Tue Jun 03 10:05:00 GMT+02:00 2025,1.74894E+12,Tue Jun 03 10:06:09 GMT+01:00 2025,60000,1 min,
Hobbies,Connect,1.74894E+12,Tue Jun 03 10:21:00 GMT+02:00 2025,1.74895E+12,Tue Jun 03 12:14:34 GMT+01:00 2025,6805099,1 h 53 min,
Distracting Media,Relax & Wonder,1.74894E+12,Tue Jun 03 11:10:00 GMT+02:00 2025,1.74895E+12,Tue Jun 03 13:15:13 GMT+01:00 2025,7503437,2 h 5 min,
Coding,Relax & Wonder,1.74894E+12,Tue Jun 03 11:57:00 GMT+02:00 2025,1.74894E+12,Tue Jun 03 11:58:20 GMT+01:00 2025,60000,1 min,
Daily Planning,Emotional Work,1.74895E+12,Tue Jun 03 12:12:00 GMT+02:00 2025,1.74895E+12,Tue Jun 03 14:07:07 GMT+01:00 2025,6886324,1 h 54 min,
Tech News,Work,1.74895E+12,Tue Jun 03 12:59:00 GMT+02:00 2025,1.74895E+12,Tue Jun 03 13:00:29 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74896E+12,Tue Jun 03 15:32:00 GMT+02:00 2025,1.74896E+12,Tue Jun 03 16:02:00 GMT+02:00 2025,1800000,30 min,
Hygiene & Styling,Emotional Work,1.74896E+12,Tue Jun 03 16:02:00 GMT+02:00 2025,1.74897E+12,Tue Jun 03 17:48:53 GMT+01:00 2025,6383951,1 h 46 min,
Social,Connect,1.74898E+12,Tue Jun 03 20:35:00 GMT+02:00 2025,1.74898E+12,Tue Jun 03 21:18:06 GMT+01:00 2025,2557002,42 min,
Coding,Active,1.74898E+12,Tue Jun 03 20:50:00 GMT+02:00 2025,1.74898E+12,Tue Jun 03 21:39:49 GMT+01:00 2025,2959049,49 min,
Guilt free Media,Active,1.74898E+12,Tue Jun 03 21:15:00 GMT+02:00 2025,1.74898E+12,Tue Jun 03 21:50:04 GMT+01:00 2025,2074607,34 min,
Dating ,Work,1.74898E+12,Tue Jun 03 21:36:00 GMT+02:00 2025,1.74899E+12,Tue Jun 03 23:47:40 GMT+01:00 2025,7852638,2 h 10 min,
Social,Relax & Wonder,1.74898E+12,Tue Jun 03 21:47:00 GMT+02:00 2025,1.74898E+12,Tue Jun 03 21:48:25 GMT+01:00 2025,60000,1 min,
AWS ML Associate,Emotional Work,1.74898E+12,Tue Jun 03 22:22:00 GMT+02:00 2025,1.74899E+12,Tue Jun 03 23:51:39 GMT+01:00 2025,5353688,1 h 29 min,
Sleep,Sleep,1.74898E+12,Tue Jun 03 22:48:00 GMT+02:00 2025,1.74901E+12,Wed Jun 04 07:05:00 GMT+02:00 2025,29820000,8 h 17 min,
Meditate Affir Bodyscan,Screen Relaxation,1.74901E+12,Wed Jun 04 07:05:00 GMT+02:00 2025,1.74902E+12,Wed Jun 04 09:08:40 GMT+01:00 2025,7394445,2 h 3 min,
Work Architecture ,Active,1.74901E+12,Wed Jun 04 07:23:00 GMT+02:00 2025,1.74902E+12,Wed Jun 04 09:00:08 GMT+01:00 2025,5802374,1 h 36 min,
Work Architecture ,Connect,1.74902E+12,Wed Jun 04 07:35:00 GMT+02:00 2025,1.74903E+12,Wed Jun 04 11:02:59 GMT+01:00 2025,12453510,3 h 27 min,
Coding,Responsibilities ,1.74902E+12,Wed Jun 04 07:51:00 GMT+02:00 2025,1.74902E+12,Wed Jun 04 08:02:18 GMT+01:00 2025,652669,10 min,
Social,Emotional Avoidance,1.74902E+12,Wed Jun 04 07:58:00 GMT+02:00 2025,1.74902E+12,Wed Jun 04 09:51:59 GMT+01:00 2025,6798849,1 h 53 min,
Finance & Paperwork,Emotional Avoidance,1.74904E+12,Wed Jun 04 13:22:00 GMT+02:00 2025,1.74904E+12,Wed Jun 04 14:02:42 GMT+01:00 2025,2401330,40 min,
Job Search,Emotional Avoidance,1.74904E+12,Wed Jun 04 14:17:00 GMT+02:00 2025,1.74905E+12,Wed Jun 04 16:30:19 GMT+01:00 2025,7940626,2 h 12 min,
Walk/Bike/Pack/Look,Screen Relaxation,1.74904E+12,Wed Jun 04 15:16:00 GMT+02:00 2025,1.74905E+12,Wed Jun 04 16:03:47 GMT+01:00 2025,2808255,46 min,
Health,Relax & Wonder,1.74904E+12,Wed Jun 04 15:26:00 GMT+02:00 2025,1.74904E+12,Wed Jun 04 15:47:34 GMT+01:00 2025,1236048,20 min,
Wellness ,Emotional Work,1.74905E+12,Wed Jun 04 16:10:00 GMT+02:00 2025,1.74905E+12,Wed Jun 04 18:27:59 GMT+01:00 2025,8241126,2 h 17 min,
Hobbies,Work,1.74905E+12,Wed Jun 04 17:00:00 GMT+02:00 2025,1.74905E+12,Wed Jun 04 17:14:05 GMT+01:00 2025,807268,13 min,
Process Emotions,Screen Relaxation,1.74907E+12,Wed Jun 04 21:30:00 GMT+02:00 2025,1.74907E+12,Wed Jun 04 21:31:38 GMT+01:00 2025,60000,1 min,
Play music,Screen Relaxation,1.74907E+12,Wed Jun 04 21:47:00 GMT+02:00 2025,1.74907E+12,Wed Jun 04 21:59:08 GMT+01:00 2025,702706,11 min,
Sleep,Sleep,1.74907E+12,Wed Jun 04 22:47:00 GMT+02:00 2025,1.7491E+12,Thu Jun 05 07:16:00 GMT+02:00 2025,30540000,8 h 29 min,
Work-Tech Play,Active,1.7491E+12,Thu Jun 05 07:16:00 GMT+02:00 2025,1.74911E+12,Thu Jun 05 08:46:11 GMT+01:00 2025,5399974,1 h 29 min,
Social,Responsibilities ,1.7491E+12,Thu Jun 05 07:50:00 GMT+02:00 2025,1.74911E+12,Thu Jun 05 10:13:28 GMT+01:00 2025,8596628,2 h 23 min,
AWS AI,Screen Relaxation,1.7491E+12,Thu Jun 05 08:05:00 GMT+02:00 2025,1.74911E+12,Thu Jun 05 09:00:11 GMT+01:00 2025,3299612,54 min,
Tech Config,Connect,1.74911E+12,Thu Jun 05 10:16:00 GMT+02:00 2025,1.74912E+12,Thu Jun 05 12:34:22 GMT+01:00 2025,8291267,2 h 18 min,
Dating ,Responsibilities ,1.74914E+12,Thu Jun 05 18:01:00 GMT+02:00 2025,1.74914E+12,Thu Jun 05 18:02:11 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Connect,1.74914E+12,Thu Jun 05 18:21:00 GMT+02:00 2025,1.74914E+12,Thu Jun 05 18:37:58 GMT+01:00 2025,1007000,16 min,
Hobbies,Relax & Wonder,1.74914E+12,Thu Jun 05 18:42:00 GMT+02:00 2025,1.74914E+12,Thu Jun 05 19:09:38 GMT+01:00 2025,1646691,27 min,
Hygiene & Styling,Emotional Work,1.74914E+12,Thu Jun 05 19:02:00 GMT+02:00 2025,1.74915E+12,Thu Jun 05 19:42:23 GMT+01:00 2025,2366308,39 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.74915E+12,Thu Jun 05 19:51:00 GMT+02:00 2025,1.74915E+12,Thu Jun 05 20:45:04 GMT+01:00 2025,3187812,53 min,
Wonder,Screen Relaxation,1.74915E+12,Thu Jun 05 20:11:00 GMT+02:00 2025,1.74915E+12,Thu Jun 05 21:46:54 GMT+01:00 2025,5697215,1 h 34 min,
Coding,Emotional Work,1.74915E+12,Thu Jun 05 20:52:00 GMT+02:00 2025,1.74915E+12,Thu Jun 05 21:09:37 GMT+01:00 2025,1000617,16 min,
Sleep,Sleep,1.74916E+12,Fri Jun 06 00:20:00 GMT+02:00 2025,1.74918E+12,Fri Jun 06 04:30:00 GMT+02:00 2025,15000000,4 h 10 min,
Friends & Family,Relax & Wonder,1.74918E+12,Fri Jun 06 04:30:00 GMT+02:00 2025,1.74918E+12,Fri Jun 06 05:27:28 GMT+01:00 2025,3414985,56 min,
Private Impact,Work,1.74918E+12,Fri Jun 06 04:38:00 GMT+02:00 2025,1.74918E+12,Fri Jun 06 05:22:46 GMT+01:00 2025,2653453,44 min,
Job Search,Work,1.74918E+12,Fri Jun 06 04:51:00 GMT+02:00 2025,1.74918E+12,Fri Jun 06 04:52:50 GMT+01:00 2025,60000,1 min,
Social Dating Chances,Relax & Wonder,1.74918E+12,Fri Jun 06 05:41:00 GMT+02:00 2025,1.74918E+12,Fri Jun 06 06:21:20 GMT+01:00 2025,2370000,39 min,
Sailing,Connect,1.74918E+12,Fri Jun 06 05:51:00 GMT+02:00 2025,1.74918E+12,Fri Jun 06 06:29:16 GMT+01:00 2025,2245969,37 min,
Social Dating Chances,Active,1.74919E+12,Fri Jun 06 07:40:00 GMT+02:00 2025,1.74919E+12,Fri Jun 06 08:16:56 GMT+01:00 2025,2157385,35 min,
Meditate Affir Bodyscan,Active,1.7492E+12,Fri Jun 06 10:27:00 GMT+02:00 2025,1.7492E+12,Fri Jun 06 11:17:30 GMT+01:00 2025,2971389,49 min,
Snooze,Connect,1.7492E+12,Fri Jun 06 11:07:00 GMT+02:00 2025,1.7492E+12,Fri Jun 06 11:59:42 GMT+01:00 2025,3152989,52 min,
Job Search,Work,1.7492E+12,Fri Jun 06 11:36:00 GMT+02:00 2025,1.7492E+12,Fri Jun 06 11:53:42 GMT+01:00 2025,1052358,17 min,
Arts & Culture,Work,1.74921E+12,Fri Jun 06 12:57:00 GMT+02:00 2025,1.74922E+12,Fri Jun 06 15:12:13 GMT+01:00 2025,8103181,2 h 15 min,
Daily Planning,Screen Relaxation,1.74922E+12,Fri Jun 06 16:02:00 GMT+02:00 2025,1.74922E+12,Fri Jun 06 16:03:20 GMT+01:00 2025,60000,1 min,
Distracting Media,Work,1.74922E+12,Fri Jun 06 16:50:00 GMT+02:00 2025,1.74922E+12,Fri Jun 06 16:51:20 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Emotional Work,1.74922E+12,Fri Jun 06 17:22:00 GMT+02:00 2025,1.74924E+12,Fri Jun 06 21:21:16 GMT+01:00 2025,14336192,3 h 58 min,
Tech News,Work,1.74922E+12,Fri Jun 06 17:35:00 GMT+02:00 2025,1.74922E+12,Fri Jun 06 17:36:13 GMT+01:00 2025,60000,1 min,
Private Impact,Responsibilities ,1.74922E+12,Fri Jun 06 17:46:00 GMT+02:00 2025,1.74922E+12,Fri Jun 06 17:47:13 GMT+01:00 2025,60000,1 min,
AWS AI,Screen Relaxation,1.74923E+12,Fri Jun 06 18:44:00 GMT+02:00 2025,1.74923E+12,Fri Jun 06 20:22:10 GMT+01:00 2025,5877375,1 h 37 min,
Wellness ,Emotional Avoidance,1.74923E+12,Fri Jun 06 18:50:00 GMT+02:00 2025,1.74923E+12,Fri Jun 06 18:51:13 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74924E+12,Fri Jun 06 22:32:00 GMT+02:00 2025,1.74928E+12,Sat Jun 07 08:02:00 GMT+02:00 2025,34200000,9 h 30 min,
Home,Work,1.74928E+12,Sat Jun 07 08:02:00 GMT+02:00 2025,1.74928E+12,Sat Jun 07 08:33:52 GMT+01:00 2025,1867111,31 min,
Nature,Connect,1.74928E+12,Sat Jun 07 08:14:00 GMT+02:00 2025,1.74929E+12,Sat Jun 07 11:29:54 GMT+01:00 2025,11713803,3 h 15 min,
w_Start-up,Emotional Avoidance,1.74928E+12,Sat Jun 07 08:40:00 GMT+02:00 2025,1.74928E+12,Sat Jun 07 08:41:40 GMT+01:00 2025,60000,1 min,
Joy Architecture,Emotional Work,1.74928E+12,Sat Jun 07 08:54:00 GMT+02:00 2025,1.74928E+12,Sat Jun 07 08:55:41 GMT+01:00 2025,60000,1 min,
Friends & Family,Connect,1.74928E+12,Sat Jun 07 08:59:00 GMT+02:00 2025,1.74928E+12,Sat Jun 07 09:00:41 GMT+01:00 2025,60000,1 min,
AWS AI,Emotional Avoidance,1.74928E+12,Sat Jun 07 09:10:00 GMT+02:00 2025,1.74929E+12,Sat Jun 07 10:59:56 GMT+01:00 2025,6555089,1 h 49 min,
Tech News,Connect,1.74928E+12,Sat Jun 07 09:23:00 GMT+02:00 2025,1.74929E+12,Sat Jun 07 11:28:33 GMT+01:00 2025,7491405,2 h 4 min,
Arts & Culture,Emotional Work,1.74929E+12,Sat Jun 07 11:27:00 GMT+02:00 2025,1.74929E+12,Sat Jun 07 11:39:07 GMT+01:00 2025,720315,12 min,
Nature,Screen Relaxation,1.74929E+12,Sat Jun 07 11:37:00 GMT+02:00 2025,1.74929E+12,Sat Jun 07 13:11:32 GMT+01:00 2025,5665379,1 h 34 min,
Dancing,Responsibilities ,1.74929E+12,Sat Jun 07 11:42:00 GMT+02:00 2025,1.7493E+12,Sat Jun 07 14:05:16 GMT+01:00 2025,8589253,2 h 23 min,
Social,Emotional Work,1.74929E+12,Sat Jun 07 11:52:00 GMT+02:00 2025,1.7493E+12,Sat Jun 07 14:43:26 GMT+01:00 2025,10231366,2 h 50 min,
Public Speaking,Emotional Work,1.7493E+12,Sat Jun 07 15:05:00 GMT+02:00 2025,1.7493E+12,Sat Jun 07 15:36:16 GMT+01:00 2025,1821368,30 min,
Sleep,Sleep,1.7493E+12,Sat Jun 07 15:16:00 GMT+02:00 2025,1.74931E+12,Sat Jun 07 16:55:00 GMT+02:00 2025,5940000,1 h 39 min,
Dancing,Connect,1.74931E+12,Sat Jun 07 16:55:00 GMT+02:00 2025,1.74931E+12,Sat Jun 07 16:56:54 GMT+01:00 2025,60000,1 min,
Coding,Screen Relaxation,1.74931E+12,Sat Jun 07 17:08:00 GMT+02:00 2025,1.74931E+12,Sat Jun 07 17:09:54 GMT+01:00 2025,60000,1 min,
Home,Relax & Wonder,1.74931E+12,Sat Jun 07 17:33:00 GMT+02:00 2025,1.74931E+12,Sat Jun 07 17:51:38 GMT+01:00 2025,1075065,17 min,
Distracting Media,Active,1.74932E+12,Sat Jun 07 20:30:00 GMT+02:00 2025,1.74932E+12,Sat Jun 07 21:00:12 GMT+01:00 2025,1769248,29 min,
Dating ,Work,1.74932E+12,Sat Jun 07 21:10:00 GMT+02:00 2025,1.74933E+12,Sat Jun 07 21:45:06 GMT+01:00 2025,2063187,34 min,
Screen-free Meals/Breaks,Work,1.74933E+12,Sat Jun 07 22:00:00 GMT+02:00 2025,1.74933E+12,Sun Jun 08 00:05:10 GMT+01:00 2025,7467080,2 h 4 min,
Sailing,Responsibilities ,1.74933E+12,Sat Jun 07 23:40:00 GMT+02:00 2025,1.74934E+12,Sun Jun 08 01:55:53 GMT+01:00 2025,8110268,2 h 15 min,
Distracting Media,Responsibilities ,1.74933E+12,Sat Jun 07 23:46:00 GMT+02:00 2025,1.74933E+12,Sun Jun 08 00:22:13 GMT+01:00 2025,2130120,35 min,
Distracting Media,Work,1.74933E+12,Sun Jun 08 00:09:00 GMT+02:00 2025,1.74934E+12,Sun Jun 08 02:12:49 GMT+01:00 2025,7382678,2 h 3 min,
Needed Tech Config,Active,1.74934E+12,Sun Jun 08 00:40:00 GMT+02:00 2025,1.74934E+12,Sun Jun 08 01:52:46 GMT+01:00 2025,4319109,1 h 11 min,
Sleep,Sleep,1.74934E+12,Sun Jun 08 00:52:00 GMT+02:00 2025,1.74937E+12,Sun Jun 08 09:47:00 GMT+02:00 2025,32100000,8 h 55 min,
Needed Tech Config,Work,1.74937E+12,Sun Jun 08 09:47:00 GMT+02:00 2025,1.74937E+12,Sun Jun 08 10:39:33 GMT+01:00 2025,3106807,51 min,
Social,Relax & Wonder,1.74937E+12,Sun Jun 08 09:53:00 GMT+02:00 2025,1.74938E+12,Sun Jun 08 11:43:35 GMT+01:00 2025,6588935,1 h 49 min,
Work Architecture ,Active,1.74937E+12,Sun Jun 08 10:07:00 GMT+02:00 2025,1.74937E+12,Sun Jun 08 11:00:05 GMT+01:00 2025,3138840,52 min,
Belonging Architecture ,Responsibilities ,1.74937E+12,Sun Jun 08 10:40:00 GMT+02:00 2025,1.74938E+12,Sun Jun 08 13:49:56 GMT+01:00 2025,11349834,3 h 9 min,
Dating ,Emotional Avoidance,1.74937E+12,Sun Jun 08 11:02:00 GMT+02:00 2025,1.74937E+12,Sun Jun 08 11:03:47 GMT+01:00 2025,60000,1 min,
Meditate Affir Bodyscan,Connect,1.74937E+12,Sun Jun 08 11:13:00 GMT+02:00 2025,1.74937E+12,Sun Jun 08 11:25:06 GMT+01:00 2025,709637,11 min,
Tech Config,Relax & Wonder,1.74938E+12,Sun Jun 08 12:00:00 GMT+02:00 2025,1.74938E+12,Sun Jun 08 12:38:54 GMT+01:00 2025,2316851,38 min,
Social Dating Chances,Relax & Wonder,1.74938E+12,Sun Jun 08 12:33:00 GMT+02:00 2025,1.74938E+12,Sun Jun 08 13:50:54 GMT+01:00 2025,4657346,1 h 17 min,
Shop/Book/Plan,Screen Relaxation,1.74938E+12,Sun Jun 08 12:49:00 GMT+02:00 2025,1.74939E+12,Sun Jun 08 15:04:00 GMT+01:00 2025,8083520,2 h 14 min,
Friends & Family,Responsibilities ,1.74938E+12,Sun Jun 08 13:58:00 GMT+02:00 2025,1.74939E+12,Sun Jun 08 14:43:56 GMT+01:00 2025,2739155,45 min,
Belonging Architecture ,Responsibilities ,1.74939E+12,Sun Jun 08 14:21:00 GMT+02:00 2025,1.74939E+12,Sun Jun 08 14:22:17 GMT+01:00 2025,60000,1 min,
